2o. Agrupamento;3o. Agrupamento;Recurso;Descrição;Matéria Prima;Compr;Largu;Quant;Etapa Seguinte;carreta
GMS Estamparia;Peças para Carretas CHASSIS;409820;PRENDEDOR DO TUBO [CBH/CBHM];;;;6;S C Guilhotina;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas CHASSIS;23966;TRANSVERSINA DIANTEIRA   CHASSI  CBHF (M12);;;;1;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas CHASSIS;24004;LONGARINA   CHASSI  CBHF (M12);;;;2;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas CHASSIS;23978;TRANSV INTERMEDIÁRIA  CHASSI  CBHF (M12);;;;1;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas CHASSIS;25484;TRANSV  INTERMEDIARIA (A PARTIR DE AGOSTO/2013)  CHASSI CBHM;;;;1;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas CHASSIS;25551;REFORÇO DA LONGARINA - CHASSI CBHF M12;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;1445,00;210,00;2;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas CHASSIS;459252;TRAVA RÉ [CBH/CBHM/F/FA/FTC];120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;117,50;68,00;1;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Forjaria;Peças para Carretas CHASSIS;464855;LUVA ENGATE    - CHASSI    CBH;"126755 - AÇO CHATO LAM 1"" X 3"" SAE-1020";427,00;76,20;1;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Prensas;Peças para carretas Conj Intermediários;23516;ENGATE VARÃO DE TRAVA    CBHM 2 EIXOS;"112203 - ACO TREF. RED. SAE-1020 - 1/2""";110,00;12,70;4;S Estamparia;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas Conj Intermediários;25069;EMBOLO C/FREIO      CBMF/CBHF;110346 - ACO LAMINADO RED 2        1020;415,00;48,50;1;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas Conj Intermediários;34790;"TERMINAL MACHO JIC 3/4"" [TUBOS HIDRÁULICOS - CBH/CBHM]";"112434 - ACO TREF. RED. SAE-1020 - 3/4""";;;6;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas Conj Intermediários;23632;TUBO DO TIRANTE DA TRAVA   (M12) CBH;134375 - TUBO     1/2       DIN 2440;425,00;21,20;2;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas Conj Intermediários;24302;CORPO TUBO HIDRÁULICO - ACESS   CBHF (M12);"134388 - TUBO SCHEDULLE 40 - 3/8"" S/C  6.30 METROS";2755,00;17,20;2;S Estamparia;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para carretas Conj Intermediários;23504;CHAPA DE REGULAGEM VARÃO DE TRAVA   CBHM 2 EIXOS;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;;;2;Sem Processo;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Estamparia;Peças para carretas Conj Intermediários;23516;ENGATE VARÃO DE TRAVA    CBHM 2 EIXOS;"112203 - ACO TREF. RED. SAE-1020 - 1/2""";110,00;12,70;4;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Estamparia;Peças para carretas Conj Intermediários;24302;CORPO TUBO HIDRÁULICO - ACESS   CBHF (M12);"134388 - TUBO SCHEDULLE 40 - 3/8"" S/C  6.30 METROS";2755,00;17,20;2;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Usinagem;Peças para carretas Conj Intermediários;25069;EMBOLO C/FREIO      CBMF/CBHF;;;;1;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Usinagem;Peças para carretas Conj Intermediários;23516;ENGATE VARÃO DE TRAVA    CBHM 2 EIXOS;"112203 - ACO TREF. RED. SAE-1020 - 1/2""";110,00;12,70;4;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Usinagem;Peças para carretas Conj Intermediários;34790;"TERMINAL MACHO JIC 3/4"" [TUBOS HIDRÁULICOS - CBH/CBHM]";"112434 - ACO TREF. RED. SAE-1020 - 3/4""";;;6;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;405980;PONTA EIXO      FA4/CBHM;110012 - ACO LAMINADO RED 2.1/2    1045;360,00;63,50;2;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;34546;FECHAMENTO GUIA DO CILINDRO [CBH/CBHM];110516 - ACO LAMINADO RED 4.1/2    1045;61,00;;1;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;427986;CORPO VARAO FRENAGEM   5000  CBHM;"112434 - ACO TREF. RED. SAE-1020 - 3/4""";627,00;19,05;2;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;466815;CORPO VARAO ACION FREIO (5000) - CBH;"112434 - ACO TREF. RED. SAE-1020 - 3/4""";348,00;19,05;1;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;25604;PINO SUPORTE FREIO-EIXO (NOV13...);"112434 - ACO TREF. RED. SAE-1020 - 3/4""";85,00;;2;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;444698;PINO COMPLEM EIXO-E TRAS  F4CC;"112434 - ACO TREF. RED. SAE-1020 - 3/4""";69,00;;2;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;25547;CORPO DO EIXO CBH/CBHM5000...10000 (NOV13...);134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000;1498,00;;1;S Estamparia;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;409741;SAPATA CHASSI              CBHM;120157 - CHAPA GQ   3/8 (9,53)     1010;210,00;165,00;2;Sem Processo;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;31045;SAPATA MAIOR CHASSI  CBHM;120157 - CHAPA GQ   3/8 (9,53)     1010;;;2;Sem Processo;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;466050;COMANDO VAROES - FREIO    CAR;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;132,00;40,00;2;Sem Processo;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;436884;COMPLEM EXCENT - EIXO TRAS F4C;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;67,00;40,00;2;S Estamparia;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;459574;TAMBOR FREIO - EIXO       F6F5;120250 - CHAPA #11(3,04) A36/CIVIL300;328,00;328,00;2;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;32402;FECHAMENTO _ EIXO DIANTEIRO-TRASEIRO-BALANCIM _ FA-FTC-CBH-CBHM 4,0T-6,0T;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;235,00;96,00;2;S Estamparia;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;25588;SUPORTE FREIO-EIXO (NOV13...);120352 - CHAPA GQ   1/2 (12,7)     1010;127,00;117,00;2;Sem Processo;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;453341;SUP VARAO FRENAG - FREIO U6P;120650 - CHAPA GQ   5/16(7,94)     1010;45,00;40,00;2;Sem Processo;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;459574;TAMBOR FREIO - EIXO       F6F5;;;;2;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;25547;CORPO DO EIXO CBH/CBHM5000...10000 (NOV13...);;;;1;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;455600;TAMPA CUBO - RODAGEM   F6/FA/CBHM;120121 - CHAPA FF #18   (1,21)     1010;128,00;128,00;2;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;32402;FECHAMENTO _ EIXO DIANTEIRO-TRASEIRO-BALANCIM _ FA-FTC-CBH-CBHM 4,0T-6,0T;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;235,00;96,00;2;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;459574;TAMBOR FREIO - EIXO       F6F5;;;;2;S Estamparia;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;427986;CORPO VARAO FRENAGEM   5000  CBHM;;;;2;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;466815;CORPO VARAO ACION FREIO (5000) - CBH;;;;1;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;25604;PINO SUPORTE FREIO-EIXO (NOV13...);;;;2;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;405980;PONTA EIXO      FA4/CBHM;110012 - ACO LAMINADO RED 2.1/2    1045;360,00;63,50;2;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;34546;FECHAMENTO GUIA DO CILINDRO [CBH/CBHM];110516 - ACO LAMINADO RED 4.1/2    1045;61,00;;1;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;444698;PINO COMPLEM EIXO-E TRAS  F4CC;"112434 - ACO TREF. RED. SAE-1020 - 3/4""";69,00;;2;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas EIXOS;455600;TAMPA CUBO - RODAGEM   F6/FA/CBHM;120121 - CHAPA FF #18   (1,21)     1010;128,00;128,00;2;S Estamparia;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;445885;PINO ENG ICAM (M98)   CARR;"112150 - ACO TREF. RED. SAE-1045 - 1""";227,00;25,40;1;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;494665;PINO FUEIRO       CBHM;"112434 - ACO TREF. RED. SAE-1020 - 3/4""";40,00;19,05;18;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;31212;CORPO FUEIRO DIANTEIRO - CBHM 10000/8000;134062NAC - TUBO RETANGULAR 100 X 50 X 3.75 X 6300 mm;1640,00;;2;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;31214;CORP FUEIRO TRAS - CBHM 8000/10000;134062NAC - TUBO RETANGULAR 100 X 50 X 3.75 X 6300 mm;1640,00;;2;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;30326;TUBO FIXO MACACO - MACACO EXTERNO - CBHM/CBH 4T;"134144 - TUBO SCHEDULLE 80 - 2"" C/C";57,00;;1;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;31233;BUCHA ESPAÇ  FUEIRO TUBULAR CBHM;134375 - TUBO     1/2       DIN 2440;40,00;;8;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para carretas FUEIROS;494653;DOBRADIÇA FUEIRO TRAS   CBHM;120157 - CHAPA GQ   3/8 (9,53)     1010;85,00;45,00;4;Sem Processo;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;494665;PINO FUEIRO       CBHM;;;;18;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;30326;TUBO FIXO MACACO - MACACO EXTERNO - CBHM/CBH 4T;;;;1;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;31212;CORPO FUEIRO DIANTEIRO - CBHM 10000/8000;;;;2;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;31214;CORP FUEIRO TRAS - CBHM 8000/10000;;;;2;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;445885;PINO ENG ICAM (M98)   CARR;"112150 - ACO TREF. RED. SAE-1045 - 1""";227,00;25,40;1;S Forjaria;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Guilhotinas;Peças para carretas FUEIROS;494616;FECHAM SUP   FUEIRO   CBHM;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;;;4;Sem Processo;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS Prensas;Peças para Carretas IÇAMENTOS;443359;PINO TRAVA RÉ [CBH/CBHM/F/FA/FTC];"112203 - ACO TREF. RED. SAE-1020 - 1/2""";65,00;12,70;1;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;494884;PINO  MACACO     CBH/CBHM;"112525 - ACO TREF. RED. SAE-1020 - 5/8""";100,00;;1;S C Prensas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;31869;CORPO DA BASE MOVEL _ BASE MOVEL PARA ENSILADEIRA;130552 - CANTONEIRA   3/16 X 2     1020;1003,00;;4;S Mont Sistemas Carretas;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;30327;TUBO FIXO MACACO M17 CHASSI CBHM/CBH;134157 - TUBO MECANICO  50 X  32  ST-52;54,00;;1;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;31865;BUCHA DA MOLA DO EMBOLO [CBH/CBHM];134224 - TUBO MECANICO  71 X  43  ST-52;25,00;;2;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;25550;SUPORTE DE FIXAÇÃO TRASEIRO - IÇAM - CBHF M12;120157 - CHAPA GQ   3/8 (9,53)     1010;292,00;273,00;1;S Estamparia;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;25195;SUPORTE DE FIXAÇÃO IÇAM  CBHF (M12);120157 - CHAPA GQ   3/8 (9,53)     1010;285,00;180,00;1;S Estamparia;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;25709;HASTE DE TRAÇÃO IÇAMENTO (FEV14...) CBHF (M12);120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;2705,00;568,00;1;S Estamparia;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;25662;FECHAM DIANTEIRO ICAM (M98) FA (NOV13...);120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;274,00;158,00;1;S Estamparia;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;441480;SUPORTE ENGATE ICAM (M98) FA/CBHM;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;158,00;122,00;1;S Estamparia;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;483023;FECHAM LATERAL ICAM (M98) FA/CBHM;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;134,00;36,00;2;Sem Processo;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;30386;TRAVA MACACO - MACACO EXTERNO - CBHM/CBH 4T;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;90,00;90,00;1;S Usinagem;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;31867;SUPOTE DA BASE DA ENSILADEIRA _ IÇAMENTO CBE _ CBHM 5000 CBE;120650 - CHAPA GQ   5/16(7,94)     1010;460,00;173,00;2;S Estamparia;CBHM8000 SC RD BE M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos
