2o. Agrupamento,3o. Agrupamento,Recurso,Descrição,Matéria Prima,Compr,Largu,Quant,Etapa Seguinte,carreta
GMS C.Plasma,Peças para Carretas CHASSIS,469490,SUPORTE DA MANGUEIRA    6000  CBHM,"120273 - CHAPA FQ  3,75mm. SAE-1006","55,00","40,00",1,Sem Processo,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,465422,FECHAM TRAS LONG   CHASSI  CBHM,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",0.0,0.0,2,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,409820,PRENDEDOR DO TUBO [CBH/CBHM],"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",0.0,0.0,2,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,32352,SUPORTE FRONTAL [CHASSI COMPLETO - CBH],"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","1131,00","674,00",1,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,25484,TRANSV  INTERMEDIARIA (A PARTIR DE AGOSTO/2013)  CHASSI CBHM,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","530,00","230,00",1,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,30750,TRANSV DIANT - CHASSI (6000) CBHM M17,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","266,00","195,00",1,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,459252,TRAVA RÉ [CBH/CBHM/F/FA/FTC],"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","117,50","68,00",1,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,32353,COMPLEMENTO DO SUPORTE FRONTAL [CHASSI COMPLETO - CBH],"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",0.0,0.0,1,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,30424,"REFORÇO DA LONGARINA - CHASSI SIMPLES SS - CBH 6,0T 01 EIXO","120650 - CHAPA GQ   5/16(7,94)     1010","1325,00","217,00",2,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,409753,SUPORTE TRASEIRO   CBHM,"120650 - CHAPA GQ   5/16(7,94)     1010",0.0,0.0,4,Sem Processo,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,409820,PRENDEDOR DO TUBO [CBH/CBHM],0.0,0.0,0.0,2,S C Guilhotina,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,25484,TRANSV  INTERMEDIARIA (A PARTIR DE AGOSTO/2013)  CHASSI CBHM,0.0,0.0,0.0,1,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,30316,REFORÇO DO SUPORTE DIANT M17 CHASSI CBHM/CBH,0.0,0.0,0.0,1,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,30425,"LONGARINA - CHASSI SIMPLES SS - CBH 6,0T 01 EIXO","120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010","3271,00","314,00",2,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,30589,PROTEÇÃO DO MACACO- CHASSI  CBH/CBHM M17,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010","181,00","50,00",1,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,32352,SUPORTE FRONTAL [CHASSI COMPLETO - CBH],"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300","1131,00","674,00",1,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,32353,COMPLEMENTO DO SUPORTE FRONTAL [CHASSI COMPLETO - CBH],"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300","364,00","215,00",1,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,30750,TRANSV DIANT - CHASSI (6000) CBHM M17,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300","266,00","195,00",1,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,459252,TRAVA RÉ [CBH/CBHM/F/FA/FTC],"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300","117,50","68,00",1,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,30424,"REFORÇO DA LONGARINA - CHASSI SIMPLES SS - CBH 6,0T 01 EIXO","120650 - CHAPA GQ   5/16(7,94)     1010","1325,00","217,00",2,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Forjaria,Peças para Carretas CHASSIS,464855,LUVA ENGATE    - CHASSI    CBH,"126755 - AÇO CHATO LAM 1"" X 3"" SAE-1020","427,00","76,20",1,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Guilhotinas,Peças para Carretas CHASSIS,30316,REFORÇO DO SUPORTE DIANT M17 CHASSI CBHM/CBH,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","170,00","150,00",1,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Guilhotinas,Peças para Carretas CHASSIS,31512,REFORÇO DO SUPORTE DIANT M17 CHASSI CBHM 6000 CAFEEIRA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","150,00","150,00",1,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Prensas,Peças para carretas Conj Intermediários,23516,ENGATE VARÃO DE TRAVA    CBHM 2 EIXOS,"112203 - ACO TREF. RED. SAE-1020 - 1/2""","110,00","12,70",4,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Prensas,Peças para carretas Conj Intermediários,412302,"ARRUELA LISA 1/2""",120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,0.0,0.0,2,Sem Processo,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para carretas Conj Intermediários,466724,EMBOLO COM FREIO - CBHM,110346 - ACO LAMINADO RED 2        1020,"290,00","50,80",1,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para carretas Conj Intermediários,34790,"TERMINAL MACHO JIC 3/4"" [TUBOS HIDRÁULICOS - CBH/CBHM]","112434 - ACO TREF. RED. SAE-1020 - 3/4""",0.0,0.0,8,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para carretas Conj Intermediários,23358,TUBO DO TIRANTE DA TRAVA   CBHM 2 EIXOS,134375 - TUBO     1/2       DIN 2440,"575,00","21,20",2,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para carretas Conj Intermediários,30749,CORPO TUBO HIDRÁULICO 6T - ACESS   CBHM M17,"134388 - TUBO SCHEDULLE 40 - 3/8"" S/C  6.30 METROS","3150,00",0.0,2,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para carretas Conj Intermediários,23504,CHAPA DE REGULAGEM VARÃO DE TRAVA   CBHM 2 EIXOS,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",0.0,0.0,2,Sem Processo,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para carretas Conj Intermediários,30749,CORPO TUBO HIDRÁULICO 6T - ACESS   CBHM M17,0.0,0.0,0.0,2,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para carretas Conj Intermediários,23516,ENGATE VARÃO DE TRAVA    CBHM 2 EIXOS,"112203 - ACO TREF. RED. SAE-1020 - 1/2""","110,00","12,70",4,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Usinagem,Peças para carretas Conj Intermediários,466724,EMBOLO COM FREIO - CBHM,110346 - ACO LAMINADO RED 2        1020,"290,00","50,80",1,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Usinagem,Peças para carretas Conj Intermediários,23516,ENGATE VARÃO DE TRAVA    CBHM 2 EIXOS,"112203 - ACO TREF. RED. SAE-1020 - 1/2""","110,00","12,70",4,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Usinagem,Peças para carretas Conj Intermediários,34790,"TERMINAL MACHO JIC 3/4"" [TUBOS HIDRÁULICOS - CBH/CBHM]","112434 - ACO TREF. RED. SAE-1020 - 3/4""",0.0,0.0,8,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para Carretas EIXOS,480976,PONTA EIXO      (6000)  CBHM,110012 - ACO LAMINADO RED 2.1/2    1045,"360,00",0.0,2,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para Carretas EIXOS,34546,FECHAMENTO GUIA DO CILINDRO [CBH/CBHM],110516 - ACO LAMINADO RED 4.1/2    1045,"61,00",0.0,2,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para Carretas EIXOS,427986,CORPO VARAO FRENAGEM   5000  CBHM,"112434 - ACO TREF. RED. SAE-1020 - 3/4""","627,00","19,05",2,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para Carretas EIXOS,466815,CORPO VARAO ACION FREIO (5000) - CBH,"112434 - ACO TREF. RED. SAE-1020 - 3/4""","348,00","19,05",1,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para Carretas EIXOS,25604,PINO SUPORTE FREIO-EIXO (NOV13...),"112434 - ACO TREF. RED. SAE-1020 - 3/4""","85,00",0.0,2,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para Carretas EIXOS,444698,PINO COMPLEM EIXO-E TRAS  F4CC,"112434 - ACO TREF. RED. SAE-1020 - 3/4""","69,00",0.0,2,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para Carretas EIXOS,25547,CORPO DO EIXO CBH/CBHM5000...10000 (NOV13...),134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000,"1498,00",0.0,1,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas EIXOS,409741,SAPATA CHASSI              CBHM,"120157 - CHAPA GQ   3/8 (9,53)     1010","210,00","165,00",2,Sem Processo,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas EIXOS,31045,SAPATA MAIOR CHASSI  CBHM,"120157 - CHAPA GQ   3/8 (9,53)     1010",0.0,0.0,2,Sem Processo,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas EIXOS,466050,COMANDO VAROES - FREIO    CAR,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010","132,00","40,00",2,Sem Processo,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas EIXOS,436884,COMPLEM EXCENT - EIXO TRAS F4C,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010","67,00","40,00",2,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas EIXOS,459574,TAMBOR FREIO - EIXO       F6F5,"120250 - CHAPA #11(3,04) A36/CIVIL300","328,00","328,00",2,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas EIXOS,32467,"FECHAMENTO [EIXO - CBH/CBHM 6,0T]","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","235,00","96,00",2,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas EIXOS,25588,SUPORTE FREIO-EIXO (NOV13...),"120352 - CHAPA GQ   1/2 (12,7)     1010","127,00","117,00",2,Sem Processo,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas EIXOS,453341,SUP VARAO FRENAG - FREIO U6P,"120650 - CHAPA GQ   5/16(7,94)     1010","45,00","40,00",2,Sem Processo,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para Carretas EIXOS,459574,TAMBOR FREIO - EIXO       F6F5,0.0,0.0,0.0,2,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para Carretas EIXOS,25547,CORPO DO EIXO CBH/CBHM5000...10000 (NOV13...),0.0,0.0,0.0,1,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para Carretas EIXOS,455600,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010","128,00","128,00",2,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Estamparia,Peças para Carretas EIXOS,32467,"FECHAMENTO [EIXO - CBH/CBHM 6,0T]","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","235,00","96,00",2,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Usinagem,Peças para Carretas EIXOS,459574,TAMBOR FREIO - EIXO       F6F5,0.0,0.0,0.0,2,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Usinagem,Peças para Carretas EIXOS,427986,CORPO VARAO FRENAGEM   5000  CBHM,0.0,0.0,0.0,2,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Usinagem,Peças para Carretas EIXOS,466815,CORPO VARAO ACION FREIO (5000) - CBH,0.0,0.0,0.0,1,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Usinagem,Peças para Carretas EIXOS,25604,PINO SUPORTE FREIO-EIXO (NOV13...),0.0,0.0,0.0,2,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Usinagem,Peças para Carretas EIXOS,480976,PONTA EIXO      (6000)  CBHM,110012 - ACO LAMINADO RED 2.1/2    1045,"360,00",0.0,2,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Usinagem,Peças para Carretas EIXOS,34546,FECHAMENTO GUIA DO CILINDRO [CBH/CBHM],110516 - ACO LAMINADO RED 4.1/2    1045,"61,00",0.0,2,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Usinagem,Peças para Carretas EIXOS,444698,PINO COMPLEM EIXO-E TRAS  F4CC,"112434 - ACO TREF. RED. SAE-1020 - 3/4""","69,00",0.0,2,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Guilhotinas,Peças para Carretas EIXOS,455600,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010","128,00","128,00",2,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para carretas FUEIROS,445885,PINO ENG ICAM (M98)   CARR,"112150 - ACO TREF. RED. SAE-1045 - 1""","227,00","25,40",1,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para carretas FUEIROS,494665,PINO FUEIRO       CBHM,"112434 - ACO TREF. RED. SAE-1020 - 3/4""","40,00","19,05",2,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para carretas FUEIROS,30326,TUBO FIXO MACACO - MACACO EXTERNO - CBHM/CBH 4T,"134144 - TUBO SCHEDULLE 80 - 2"" C/C","57,00",0.0,1,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para carretas FUEIROS,28766,DOBRADIÇA [FUEIRO - CBH M21],"120157 - CHAPA GQ   3/8 (9,53)     1010","129,00","45,00",4,Sem Processo,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Usinagem,Peças para carretas FUEIROS,494665,PINO FUEIRO       CBHM,0.0,0.0,0.0,2,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Usinagem,Peças para carretas FUEIROS,30326,TUBO FIXO MACACO - MACACO EXTERNO - CBHM/CBH 4T,0.0,0.0,0.0,1,S Mont Sistemas Carretas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Usinagem,Peças para carretas FUEIROS,445885,PINO ENG ICAM (M98)   CARR,"112150 - ACO TREF. RED. SAE-1045 - 1""","227,00","25,40",1,S Forjaria,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS Prensas,Peças para Carretas IÇAMENTOS,443359,PINO TRAVA RÉ [CBH/CBHM/F/FA/FTC],"112203 - ACO TREF. RED. SAE-1020 - 1/2""","65,00","12,70",1,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para Carretas IÇAMENTOS,494884,PINO  MACACO     CBH/CBHM,"112525 - ACO TREF. RED. SAE-1020 - 5/8""","100,00",0.0,1,S C Prensas,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para Carretas IÇAMENTOS,30327,TUBO FIXO MACACO M17 CHASSI CBHM/CBH,134157 - TUBO MECANICO  50 X  32  ST-52,"54,00",0.0,1,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Serras,Peças para Carretas IÇAMENTOS,31865,BUCHA DA MOLA DO EMBOLO [CBH/CBHM],134224 - TUBO MECANICO  71 X  43  ST-52,"25,00",0.0,2,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas IÇAMENTOS,30381,FIXADOR MACACO M17 CHASSI CBHM/CBH,"120157 - CHAPA GQ   3/8 (9,53)     1010","100,00","135,00",1,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas IÇAMENTOS,410214,"PORTA ALAV COMANDO - ICAM A3,5","120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010","80,00","72,00",2,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas IÇAMENTOS,459690,FECHAM DIANTEIRO ICAM (M98) FA/CBHM,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","274,00","158,00",1,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas IÇAMENTOS,441480,SUPORTE ENGATE ICAM (M98) FA/CBHM,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","158,00","122,00",1,S Estamparia,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
GMS C.Plasma,Peças para Carretas IÇAMENTOS,30386,TRAVA MACACO - MACACO EXTERNO - CBHM/CBH 4T,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","90,00","90,00",1,S Usinagem,CBH7 UG SC RD M21 - Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - Freios e Pneus não Incluídos
